,lead_id,age,gender,current_city,current_education,parent_occupation,lead_gen_source,age_group,demo_watched_date,language,watched_percentage,jnr_sm_id,lead_stage,call_done_date,call_status,call_reason
339,USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,20-22,1/1/2022,English,68,JNR1004MG,lead,1/1/2022,unsuccessful,lead_introduction
340,USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,20-22,1/1/2022,English,68,JNR1004MG,lead,1/1/2022,successful,lead_introduction
341,USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,20-22,1/1/2022,English,68,JNR1004MG,lead,1/1/2022,successful,demo_schedule
342,USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,20-22,1/1/2022,English,68,JNR1004MG,lead,1/1/2022,successful,demo_not_attended
343,USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,20-22,1/1/2022,English,68,JNR1004MG,lead,1/1/2022,successful,demo_not_attended
344,USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,20-22,1/1/2022,English,68,JNR1004MG,lead,1/1/2022,successful,demo_not_attended
345,USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,20-22,1/1/2022,English,68,JNR1004MG,awareness,1/1/2022,successful,post_demo_followup
346,USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,20-22,1/1/2022,English,68,JNR1004MG,consideration,1/2/2022,successful,interested_for_conversion
347,USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,20-22,1/1/2022,English,68,JNR1004MG,consideration,1/3/2022,unsuccessful,followup_for_conversion
348,USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,20-22,1/1/2022,English,68,JNR1004MG,consideration,1/3/2022,successful,followup_for_conversion
349,USR1063,21,FEMALE,Hyderabad,Degree,Business,email_marketing,20-22,1/1/2022,English,68,JNR1004MG,conversion,1/3/2022,successful,successful_conversion
350,USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,23-25,1/6/2022,Hindi,40,JNR1004MG,lead,1/3/2022,unsuccessful,lead_introduction
351,USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,23-25,1/6/2022,Hindi,40,JNR1004MG,lead,1/4/2022,successful,lead_introduction
352,USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,23-25,1/6/2022,Hindi,40,JNR1004MG,lead,1/5/2022,successful,demo_schedule
353,USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,23-25,1/6/2022,Hindi,40,JNR1004MG,lead,1/6/2022,successful,demo_not_attended
354,USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,23-25,1/6/2022,Hindi,40,JNR1004MG,awareness,1/6/2022,successful,post_demo_followup
355,USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,23-25,1/6/2022,Hindi,40,JNR1004MG,consideration,1/7/2022,unsuccessful,interested_for_conversion
356,USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,23-25,1/6/2022,Hindi,40,JNR1004MG,awareness,1/6/2022,successful,followup_for_consideration
357,USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,23-25,1/6/2022,Hindi,40,JNR1004MG,consideration,1/7/2022,successful,interested_for_conversion
358,USR1065,25,FEMALE,Hyderabad,B.Tech,Business,social_media,23-25,1/6/2022,Hindi,40,JNR1004MG,awareness,1/6/2022,successful,followup_for_consideration
359,USR1067,24,MALE,Kochi,Looking for Job,IT Employee,SEO,23-25,1/10/2022,English,85,JNR1004MG,lead,1/8/2022,successful,lead_introduction
360,USR1067,24,MALE,Kochi,Looking for Job,IT Employee,SEO,23-25,1/10/2022,English,85,JNR1004MG,lead,1/10/2022,successful,demo_schedule
361,USR1067,24,MALE,Kochi,Looking for Job,IT Employee,SEO,23-25,1/10/2022,English,85,JNR1004MG,lead,1/10/2022,successful,demo_not_attended
362,USR1067,24,MALE,Kochi,Looking for Job,IT Employee,SEO,23-25,1/10/2022,English,85,JNR1004MG,lead,1/10/2022,successful,demo_not_attended
363,USR1067,24,MALE,Kochi,Looking for Job,IT Employee,SEO,23-25,1/10/2022,English,85,JNR1004MG,awareness,1/10/2022,successful,post_demo_followup
364,USR1067,24,MALE,Kochi,Looking for Job,IT Employee,SEO,23-25,1/10/2022,English,85,JNR1004MG,consideration,1/11/2022,unsuccessful,interested_for_conversion
365,USR1067,24,MALE,Kochi,Looking for Job,IT Employee,SEO,23-25,1/10/2022,English,85,JNR1004MG,consideration,1/12/2022,successful,interested_for_conversion
366,USR1067,24,MALE,Kochi,Looking for Job,IT Employee,SEO,23-25,1/10/2022,English,85,JNR1004MG,consideration,1/11/2022,unsuccessful,interested_for_conversion
367,USR1070,21,MALE,Bengaluru,Degree,IT Employee,user_referrals,20-22,1/11/2022,English,71,JNR1004MG,lead,1/8/2022,unsuccessful,lead_introduction
368,USR1070,21,MALE,Bengaluru,Degree,IT Employee,user_referrals,20-22,1/11/2022,English,71,JNR1004MG,lead,1/9/2022,successful,lead_introduction
369,USR1070,21,MALE,Bengaluru,Degree,IT Employee,user_referrals,20-22,1/11/2022,English,71,JNR1004MG,lead,1/10/2022,successful,demo_schedule
370,USR1070,21,MALE,Bengaluru,Degree,IT Employee,user_referrals,20-22,1/11/2022,English,71,JNR1004MG,lead,1/14/2022,successful,demo_not_attended
371,USR1070,21,MALE,Bengaluru,Degree,IT Employee,user_referrals,20-22,1/11/2022,English,71,JNR1004MG,lead,1/14/2022,successful,demo_not_attended
372,USR1070,21,MALE,Bengaluru,Degree,IT Employee,user_referrals,20-22,1/11/2022,English,71,JNR1004MG,lead,1/14/2022,successful,demo_not_attended
373,USR1070,21,MALE,Bengaluru,Degree,IT Employee,user_referrals,20-22,1/11/2022,English,71,JNR1004MG,awareness,1/14/2022,successful,post_demo_followup
374,USR1071,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,20-22,1/18/2022,Hindi,86,JNR1004MG,lead,1/15/2022,successful,lead_introduction
375,USR1071,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,20-22,1/18/2022,Hindi,86,JNR1004MG,lead,1/17/2022,successful,demo_schedule
376,USR1071,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,20-22,1/18/2022,Hindi,86,JNR1004MG,lead,1/20/2022,successful,demo_not_attended
377,USR1071,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,20-22,1/18/2022,Hindi,86,JNR1004MG,lead,1/20/2022,successful,demo_not_attended
378,USR1071,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,20-22,1/18/2022,Hindi,86,JNR1004MG,lead,1/20/2022,unsuccessful,demo_not_attended
379,USR1071,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,20-22,1/18/2022,Hindi,86,JNR1004MG,lead,1/20/2022,successful,demo_not_attended
380,USR1071,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,20-22,1/18/2022,Hindi,86,JNR1004MG,awareness,1/20/2022,successful,post_demo_followup
381,USR1071,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,20-22,1/18/2022,Hindi,86,JNR1004MG,consideration,1/21/2022,unsuccessful,interested_for_conversion
382,USR1071,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,20-22,1/18/2022,Hindi,86,JNR1004MG,consideration,1/22/2022,unsuccessful,interested_for_conversion
383,USR1071,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,20-22,1/18/2022,Hindi,86,JNR1004MG,consideration,1/22/2022,successful,interested_for_conversion
384,USR1072,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,23-25,1/17/2022,Hindi,87,JNR1004MG,lead,1/15/2022,successful,lead_introduction
385,USR1072,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,23-25,1/17/2022,Hindi,87,JNR1004MG,lead,1/15/2022,successful,demo_schedule
386,USR1072,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,23-25,1/17/2022,Hindi,87,JNR1004MG,lead,1/17/2022,successful,demo_not_attended
387,USR1072,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,23-25,1/17/2022,Hindi,87,JNR1004MG,lead,1/17/2022,successful,demo_not_attended
388,USR1072,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,23-25,1/17/2022,Hindi,87,JNR1004MG,awareness,1/17/2022,successful,post_demo_followup
389,USR1072,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,23-25,1/17/2022,Hindi,87,JNR1004MG,consideration,1/18/2022,unsuccessful,interested_for_conversion
390,USR1072,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,23-25,1/17/2022,Hindi,87,JNR1004MG,consideration,1/19/2022,unsuccessful,interested_for_conversion
391,USR1072,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,23-25,1/17/2022,Hindi,87,JNR1004MG,consideration,1/20/2022,successful,interested_for_conversion
392,USR1072,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,23-25,1/17/2022,Hindi,87,JNR1004MG,conversion,1/19/2022,successful,successful_conversion
393,USR1073,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,16-19,1/19/2022,English,88,JNR1004MG,lead,1/17/2022,unsuccessful,lead_introduction
394,USR1073,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,16-19,1/19/2022,English,88,JNR1004MG,lead,1/18/2022,successful,lead_introduction
395,USR1073,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,16-19,1/19/2022,English,88,JNR1004MG,lead,1/20/2022,unsuccessful,demo_schedule
396,USR1073,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,16-19,1/19/2022,English,88,JNR1004MG,lead,1/19/2022,successful,demo_schedule
397,USR1073,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,16-19,1/19/2022,English,88,JNR1004MG,lead,1/19/2022,successful,demo_not_attended
398,USR1073,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,16-19,1/19/2022,English,88,JNR1004MG,lead,1/19/2022,successful,demo_not_attended
399,USR1073,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,16-19,1/19/2022,English,88,JNR1004MG,awareness,1/19/2022,successful,post_demo_followup
400,USR1073,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,16-19,1/19/2022,English,88,JNR1004MG,consideration,1/20/2022,successful,interested_for_conversion
401,USR1073,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,16-19,1/19/2022,English,88,JNR1004MG,consideration,1/21/2022,successful,followup_for_conversion
402,USR1073,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,16-19,1/19/2022,English,88,JNR1004MG,consideration,1/21/2022,successful,followup_for_conversion
403,USR1073,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,16-19,1/19/2022,English,88,JNR1004MG,conversion,1/21/2022,successful,successful_conversion
404,USR1075,18,MALE,Bengaluru,B.Tech,IT Employee,user_referrals,16-19,1/18/2022,English,44,JNR1004MG,lead,1/15/2022,unsuccessful,lead_introduction
405,USR1075,18,MALE,Bengaluru,B.Tech,IT Employee,user_referrals,16-19,1/18/2022,English,44,JNR1004MG,lead,1/16/2022,successful,lead_introduction
406,USR1075,18,MALE,Bengaluru,B.Tech,IT Employee,user_referrals,16-19,1/18/2022,English,44,JNR1004MG,lead,1/18/2022,successful,demo_schedule
407,USR1075,18,MALE,Bengaluru,B.Tech,IT Employee,user_referrals,16-19,1/18/2022,English,44,JNR1004MG,lead,1/18/2022,successful,demo_not_attended
408,USR1075,18,MALE,Bengaluru,B.Tech,IT Employee,user_referrals,16-19,1/18/2022,English,44,JNR1004MG,lead,1/18/2022,successful,demo_not_attended
409,USR1075,18,MALE,Bengaluru,B.Tech,IT Employee,user_referrals,16-19,1/18/2022,English,44,JNR1004MG,lead,1/18/2022,successful,demo_not_attended
410,USR1075,18,MALE,Bengaluru,B.Tech,IT Employee,user_referrals,16-19,1/18/2022,English,44,JNR1004MG,awareness,1/18/2022,successful,post_demo_followup
411,USR1077,18,MALE,Mumbai,B.Tech,Business,SEO,16-19,2/21/2022,English,100,JNR1004MG,lead,2/19/2022,successful,lead_introduction
412,USR1077,18,MALE,Mumbai,B.Tech,Business,SEO,16-19,2/21/2022,English,100,JNR1004MG,lead,2/20/2022,successful,demo_schedule
413,USR1077,18,MALE,Mumbai,B.Tech,Business,SEO,16-19,2/21/2022,English,100,JNR1004MG,lead,2/23/2022,successful,demo_not_attended
414,USR1077,18,MALE,Mumbai,B.Tech,Business,SEO,16-19,2/21/2022,English,100,JNR1004MG,lead,2/23/2022,successful,demo_not_attended
415,USR1077,18,MALE,Mumbai,B.Tech,Business,SEO,16-19,2/21/2022,English,100,JNR1004MG,lead,2/23/2022,unsuccessful,demo_not_attended
416,USR1077,18,MALE,Mumbai,B.Tech,Business,SEO,16-19,2/21/2022,English,100,JNR1004MG,lead,2/23/2022,successful,demo_not_attended
417,USR1077,18,MALE,Mumbai,B.Tech,Business,SEO,16-19,2/21/2022,English,100,JNR1004MG,awareness,2/23/2022,successful,post_demo_followup
418,USR1077,18,MALE,Mumbai,B.Tech,Business,SEO,16-19,2/21/2022,English,100,JNR1004MG,consideration,2/24/2022,successful,interested_for_conversion
419,USR1077,18,MALE,Mumbai,B.Tech,Business,SEO,16-19,2/21/2022,English,100,JNR1004MG,consideration,2/25/2022,unsuccessful,followup_for_conversion
420,USR1077,18,MALE,Mumbai,B.Tech,Business,SEO,16-19,2/21/2022,English,100,JNR1004MG,consideration,2/25/2022,successful,followup_for_conversion
421,USR1078,24,FEMALE,Chennai,Looking for Job,Lawyer,email_marketing,23-25,2/22/2022,English,89,JNR1004MG,lead,2/19/2022,unsuccessful,lead_introduction
422,USR1078,24,FEMALE,Chennai,Looking for Job,Lawyer,email_marketing,23-25,2/22/2022,English,89,JNR1004MG,lead,2/19/2022,successful,lead_introduction
423,USR1078,24,FEMALE,Chennai,Looking for Job,Lawyer,email_marketing,23-25,2/22/2022,English,89,JNR1004MG,lead,2/20/2022,successful,demo_schedule
424,USR1078,24,FEMALE,Chennai,Looking for Job,Lawyer,email_marketing,23-25,2/22/2022,English,89,JNR1004MG,lead,2/22/2022,successful,demo_not_attended
425,USR1078,24,FEMALE,Chennai,Looking for Job,Lawyer,email_marketing,23-25,2/22/2022,English,89,JNR1004MG,lead,2/22/2022,successful,demo_not_attended
426,USR1078,24,FEMALE,Chennai,Looking for Job,Lawyer,email_marketing,23-25,2/22/2022,English,89,JNR1004MG,lead,2/22/2022,successful,demo_not_attended
427,USR1078,24,FEMALE,Chennai,Looking for Job,Lawyer,email_marketing,23-25,2/22/2022,English,89,JNR1004MG,awareness,2/22/2022,successful,post_demo_followup
428,USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,16-19,1/5/2022,English,2,JNR1005MG,lead,1/4/2022,successful,lead_introduction
429,USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,16-19,1/5/2022,English,2,JNR1005MG,lead,1/5/2022,successful,demo_schedule
430,USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,16-19,1/5/2022,English,2,JNR1005MG,lead,1/5/2022,successful,demo_not_attended
431,USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,16-19,1/5/2022,English,2,JNR1005MG,lead,1/5/2022,successful,demo_not_attended
432,USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,16-19,1/5/2022,English,2,JNR1005MG,lead,1/5/2022,unsuccessful,demo_not_attended
433,USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,16-19,1/5/2022,English,2,JNR1005MG,lead,1/5/2022,successful,demo_not_attended
434,USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,16-19,1/5/2022,English,2,JNR1005MG,awareness,1/5/2022,successful,post_demo_followup
435,USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,16-19,1/5/2022,English,2,JNR1005MG,consideration,1/6/2022,unsuccessful,interested_for_conversion
436,USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,16-19,1/5/2022,English,2,JNR1005MG,consideration,1/7/2022,successful,followup_for_conversion
437,USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,16-19,1/5/2022,English,2,JNR1005MG,consideration,1/6/2022,successful,interested_for_conversion
438,USR1083,16,MALE,Hyderabad,Intermediate,Business,email_marketing,,1/8/2022,English,90,JNR1005MG,lead,1/5/2022,unsuccessful,lead_introduction
439,USR1083,16,MALE,Hyderabad,Intermediate,Business,email_marketing,,1/8/2022,English,90,JNR1005MG,lead,1/6/2022,successful,lead_introduction
440,USR1083,16,MALE,Hyderabad,Intermediate,Business,email_marketing,,1/8/2022,English,90,JNR1005MG,lead,1/7/2022,successful,demo_schedule
441,USR1083,16,MALE,Hyderabad,Intermediate,Business,email_marketing,,1/8/2022,English,90,JNR1005MG,lead,1/8/2022,successful,demo_not_attended
442,USR1083,16,MALE,Hyderabad,Intermediate,Business,email_marketing,,1/8/2022,English,90,JNR1005MG,lead,1/8/2022,successful,demo_not_attended
443,USR1083,16,MALE,Hyderabad,Intermediate,Business,email_marketing,,1/8/2022,English,90,JNR1005MG,lead,1/8/2022,successful,demo_not_attended
444,USR1083,16,MALE,Hyderabad,Intermediate,Business,email_marketing,,1/8/2022,English,90,JNR1005MG,awareness,1/8/2022,successful,post_demo_followup
445,USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,20-22,1/10/2022,English,74,JNR1005MG,lead,1/8/2022,successful,lead_introduction
446,USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,20-22,1/10/2022,English,74,JNR1005MG,lead,1/9/2022,successful,demo_schedule
447,USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,20-22,1/10/2022,English,74,JNR1005MG,lead,1/10/2022,successful,demo_not_attended
448,USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,20-22,1/10/2022,English,74,JNR1005MG,lead,1/10/2022,successful,demo_not_attended
449,USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,20-22,1/10/2022,English,74,JNR1005MG,awareness,1/10/2022,successful,post_demo_followup
450,USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,20-22,1/10/2022,English,74,JNR1005MG,consideration,1/10/2022,unsuccessful,interested_for_conversion
451,USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,20-22,1/10/2022,English,74,JNR1005MG,consideration,1/11/2022,successful,followup_for_conversion
452,USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,20-22,1/10/2022,English,74,JNR1005MG,consideration,1/10/2022,successful,interested_for_conversion
453,USR1090,24,MALE,Chennai,Looking for Job,Government Employee,email_marketing,23-25,1/11/2022,English,91,JNR1005MG,lead,1/8/2022,unsuccessful,lead_introduction
454,USR1090,24,MALE,Chennai,Looking for Job,Government Employee,email_marketing,23-25,1/11/2022,English,91,JNR1005MG,lead,1/9/2022,successful,lead_introduction
455,USR1090,24,MALE,Chennai,Looking for Job,Government Employee,email_marketing,23-25,1/11/2022,English,91,JNR1005MG,lead,1/10/2022,successful,demo_schedule
456,USR1090,24,MALE,Chennai,Looking for Job,Government Employee,email_marketing,23-25,1/11/2022,English,91,JNR1005MG,lead,1/14/2022,successful,demo_not_attended
457,USR1090,24,MALE,Chennai,Looking for Job,Government Employee,email_marketing,23-25,1/11/2022,English,91,JNR1005MG,lead,1/14/2022,successful,demo_not_attended
458,USR1090,24,MALE,Chennai,Looking for Job,Government Employee,email_marketing,23-25,1/11/2022,English,91,JNR1005MG,lead,1/14/2022,successful,demo_not_attended
459,USR1090,24,MALE,Chennai,Looking for Job,Government Employee,email_marketing,23-25,1/11/2022,English,91,JNR1005MG,awareness,1/14/2022,successful,post_demo_followup
460,USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,16-19,1/20/2022,English,92,JNR1005MG,lead,1/17/2022,successful,lead_introduction
461,USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,16-19,1/20/2022,English,92,JNR1005MG,lead,1/18/2022,successful,demo_schedule
462,USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,16-19,1/20/2022,English,92,JNR1005MG,lead,1/20/2022,successful,demo_not_attended
463,USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,16-19,1/20/2022,English,92,JNR1005MG,lead,1/20/2022,successful,demo_not_attended
464,USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,16-19,1/20/2022,English,92,JNR1005MG,lead,1/20/2022,unsuccessful,demo_not_attended
465,USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,16-19,1/20/2022,English,92,JNR1005MG,lead,1/20/2022,successful,demo_not_attended
466,USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,16-19,1/20/2022,English,92,JNR1005MG,awareness,1/20/2022,successful,post_demo_followup
467,USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,16-19,1/20/2022,English,92,JNR1005MG,consideration,1/20/2022,successful,interested_for_conversion
468,USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,16-19,1/20/2022,English,92,JNR1005MG,consideration,1/21/2022,unsuccessful,followup_for_conversion
469,USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,16-19,1/20/2022,English,92,JNR1005MG,consideration,1/22/2022,successful,followup_for_conversion
470,USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,23-25,1/21/2022,English,77,JNR1005MG,lead,1/18/2022,successful,lead_introduction
471,USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,23-25,1/21/2022,English,77,JNR1005MG,lead,1/20/2022,successful,demo_schedule
472,USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,23-25,1/21/2022,English,77,JNR1005MG,lead,1/21/2022,successful,demo_not_attended
473,USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,23-25,1/21/2022,English,77,JNR1005MG,lead,1/21/2022,successful,demo_not_attended
474,USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,23-25,1/21/2022,English,77,JNR1005MG,awareness,1/21/2022,successful,post_demo_followup
475,USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,23-25,1/21/2022,English,77,JNR1005MG,consideration,1/21/2022,unsuccessful,interested_for_conversion
476,USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,23-25,1/21/2022,English,77,JNR1005MG,consideration,1/22/2022,successful,followup_for_conversion
477,USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,23-25,1/21/2022,English,77,JNR1005MG,consideration,1/21/2022,successful,interested_for_conversion
478,USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,23-25,1/21/2022,English,77,JNR1005MG,conversion,1/22/2022,successful,successful_conversion
479,USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,20-22,1/26/2022,Telugu,80,JNR1005MG,lead,1/19/2022,unsuccessful,lead_introduction
480,USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,20-22,1/26/2022,Telugu,80,JNR1005MG,lead,1/20/2022,successful,lead_introduction
481,USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,20-22,1/26/2022,Telugu,80,JNR1005MG,lead,1/20/2022,unsuccessful,demo_schedule
482,USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,20-22,1/26/2022,Telugu,80,JNR1005MG,lead,1/22/2022,successful,demo_schedule
483,USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,20-22,1/26/2022,Telugu,80,JNR1005MG,lead,1/27/2022,successful,demo_not_attended
484,USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,20-22,1/26/2022,Telugu,80,JNR1005MG,awareness,1/27/2022,successful,post_demo_followup
485,USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,20-22,1/26/2022,Telugu,80,JNR1005MG,awareness,1/27/2022,successful,post_demo_followup
486,USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,20-22,1/26/2022,Telugu,80,JNR1005MG,consideration,1/27/2022,successful,interested_for_conversion
487,USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,20-22,1/26/2022,Telugu,80,JNR1005MG,consideration,1/28/2022,successful,followup_for_conversion
488,USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,20-22,1/26/2022,Telugu,80,JNR1005MG,consideration,1/29/2022,successful,followup_for_conversion
489,USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,20-22,1/26/2022,Telugu,80,JNR1005MG,conversion,1/28/2022,successful,successful_conversion
490,USR1095,20,FEMALE,Chennai,B.Tech,Government Employee,website,20-22,1/18/2022,Hindi,62,JNR1005MG,lead,1/15/2022,unsuccessful,lead_introduction
491,USR1095,20,FEMALE,Chennai,B.Tech,Government Employee,website,20-22,1/18/2022,Hindi,62,JNR1005MG,lead,1/16/2022,successful,lead_introduction
492,USR1095,20,FEMALE,Chennai,B.Tech,Government Employee,website,20-22,1/18/2022,Hindi,62,JNR1005MG,lead,1/17/2022,successful,demo_schedule
493,USR1095,20,FEMALE,Chennai,B.Tech,Government Employee,website,20-22,1/18/2022,Hindi,62,JNR1005MG,lead,1/18/2022,successful,demo_not_attended
494,USR1095,20,FEMALE,Chennai,B.Tech,Government Employee,website,20-22,1/18/2022,Hindi,62,JNR1005MG,lead,1/18/2022,successful,demo_not_attended
495,USR1095,20,FEMALE,Chennai,B.Tech,Government Employee,website,20-22,1/18/2022,Hindi,62,JNR1005MG,lead,1/18/2022,successful,demo_not_attended
496,USR1095,20,FEMALE,Chennai,B.Tech,Government Employee,website,20-22,1/18/2022,Hindi,62,JNR1005MG,awareness,1/18/2022,successful,post_demo_followup
497,USR1095,20,FEMALE,Chennai,B.Tech,Government Employee,website,20-22,1/18/2022,Hindi,62,JNR1005MG,awareness,1/18/2022,successful,post_demo_followup
498,USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,,2/23/2022,English,63,JNR1005MG,lead,2/22/2022,successful,lead_introduction
499,USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,,2/23/2022,English,63,JNR1005MG,lead,2/22/2022,successful,demo_schedule
500,USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,,2/23/2022,English,63,JNR1005MG,lead,2/23/2022,successful,demo_not_attended
501,USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,,2/23/2022,English,63,JNR1005MG,lead,2/23/2022,successful,demo_not_attended
502,USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,,2/23/2022,English,63,JNR1005MG,lead,2/23/2022,unsuccessful,demo_not_attended
503,USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,,2/23/2022,English,63,JNR1005MG,lead,2/23/2022,successful,demo_not_attended
504,USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,,2/23/2022,English,63,JNR1005MG,awareness,2/23/2022,successful,post_demo_followup
505,USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,,2/23/2022,English,63,JNR1005MG,consideration,2/23/2022,unsuccessful,interested_for_conversion
506,USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,,2/23/2022,English,63,JNR1005MG,consideration,2/24/2022,successful,followup_for_conversion
507,USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,,2/23/2022,English,63,JNR1005MG,consideration,2/23/2022,successful,interested_for_conversion
508,USR1098,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,,2/25/2022,English,81,JNR1005MG,lead,2/23/2022,unsuccessful,lead_introduction
